timestamp,temp_celsius,temp_fahrenheit,wind_speed_mph,pressure,humidity(%),Month_sin,Month_cos,Hour_sin,Hour_cos
2024-10-01 22:00:00,24.670738,76.42049,0.48984563,29.441591,90.73366,0.8474611,0.48247662,-0.8710043,0.37563974
2024-10-01 23:00:00,24.29744,75.7492,0.5583311,29.461767,91.50037,0.83924735,0.5398587,-0.66770184,0.67189723
2024-10-02 00:00:00,24.185944,75.54814,0.9825484,29.491503,92.69608,0.8526362,0.6065644,-0.32653484,0.8865415
2024-10-02 01:00:00,24.288454,75.73175,1.7138454,29.515413,93.33643,0.8483926,0.6417035,0.05789323,0.9478831
2024-10-02 02:00:00,24.510744,76.131134,2.053093,29.53025,93.54318,0.82287335,0.64591277,0.38991776,0.87714833
2024-10-02 03:00:00,24.548744,76.19979,1.7130336,29.533583,93.01009,0.79656875,0.6436242,0.641259,0.7257001
2024-10-02 04:00:00,24.483446,76.08259,1.2370418,29.533228,92.521454,0.7934073,0.64687026,0.8113196,0.53087586
2024-10-02 05:00:00,24.461113,76.04197,1.1199427,29.537937,92.54196,0.80354893,0.6485201,0.91318506,0.32986954
2024-10-02 06:00:00,24.405262,75.94108,1.0951471,29.543781,92.24498,0.80979383,0.6510234,0.9636291,0.14306015
2024-10-02 07:00:00,24.2762,75.70849,1.0518159,29.548899,92.00912,0.8197408,0.65225434,0.97518337,-0.030865673
2024-10-02 08:00:00,24.021551,75.25,0.94890475,29.551294,91.87025,0.831879,0.6500027,0.9532552,-0.20186326
2024-10-02 09:00:00,23.660696,74.60055,0.74131507,29.551462,91.74366,0.8375019,0.6475277,0.8980367,-0.369816
2024-10-02 10:00:00,23.519176,74.34572,0.55813247,29.553709,91.34066,0.84068906,0.6464236,0.81141555,-0.53241473
2024-10-02 11:00:00,23.741636,74.745544,0.8458255,29.556751,90.23161,0.8420669,0.6465342,0.6981599,-0.68767023
2024-10-02 12:00:00,24.253592,75.66573,1.5440179,29.559256,89.27415,0.84479177,0.64684856,0.5495826,-0.8269634
2024-10-02 13:00:00,24.863792,76.76274,2.098009,29.557745,88.71876,0.83977675,0.6449448,0.3731491,-0.9296358
2024-10-02 14:00:00,25.32576,77.59344,2.3746128,29.550508,88.34026,0.8293786,0.6404929,0.18049194,-0.9898259
2024-10-02 15:00:00,25.485367,77.8806,2.2695336,29.537733,88.2802,0.8140062,0.63739157,-0.018967194,-1.0057503
2024-10-02 16:00:00,25.55952,78.01406,2.1935117,29.520838,88.51135,0.8048502,0.64722407,-0.2100272,-0.9769907
2024-10-02 17:00:00,25.552704,78.00231,1.9784611,29.50015,88.33827,0.78491724,0.6544912,-0.397027,-0.91194487
2024-10-02 18:00:00,25.41486,77.75491,1.699401,29.47792,88.48968,0.75413716,0.657305,-0.57439065,-0.804474
2024-10-02 19:00:00,25.29612,77.541435,1.6834055,29.46076,89.265656,0.7283716,0.6710485,-0.733202,-0.648279
2024-10-02 20:00:00,25.133116,77.248,1.7272991,29.45231,90.70911,0.69664717,0.69397736,-0.8627942,-0.43927807
2024-10-02 21:00:00,24.81312,76.67218,1.8603908,29.449594,92.06913,0.6564605,0.72818685,-0.9430767,-0.18307203
2024-10-02 22:00:00,24.495024,76.09992,1.9716436,29.456152,93.24201,0.6040205,0.77999294,-0.9484184,0.117651224
2024-10-02 23:00:00,24.23023,75.623825,2.1148438,29.471693,93.814835,0.5573473,0.8322104,-0.85123783,0.43313587
2024-10-03 00:00:00,24.06616,75.32883,2.6880412,29.492289,93.802345,0.5550871,0.86893,-0.6350882,0.71072596
2024-10-03 01:00:00,24.068758,75.33293,3.4483974,29.517311,94.55982,0.590585,0.88255095,-0.3323786,0.8843634
2024-10-03 02:00:00,24.272324,75.69888,3.8883517,29.53534,94.96826,0.6369345,0.8678192,-0.010505138,0.9405393
2024-10-03 03:00:00,24.48316,76.078964,3.661467,29.542337,94.09458,0.66126823,0.8443601,0.2931631,0.90249723
2024-10-03 04:00:00,24.605585,76.30029,3.0231953,29.54189,92.97574,0.66176033,0.8224311,0.5500527,0.7882601
2024-10-03 05:00:00,24.583029,76.26068,2.2876468,29.536322,91.92803,0.6633009,0.8119546,0.7417492,0.6200722
2024-10-03 06:00:00,24.58844,76.27068,1.7598846,29.533936,91.61814,0.6911447,0.8021884,0.8696801,0.42018536
2024-10-03 07:00:00,24.571205,76.23927,1.6813504,29.537079,91.577324,0.71573985,0.79247963,0.94124115,0.22285914
2024-10-03 08:00:00,24.488106,76.08929,1.6360643,29.543583,91.50013,0.72874427,0.78471875,0.97060853,0.039285522
2024-10-03 09:00:00,24.352858,75.84551,1.5891547,29.549944,91.39663,0.74187493,0.77725947,0.9657122,-0.13101885
